spec,is_ref,outcome,n_trt,estimate,se,ci_low,ci_high,p,signif,col
[Regions] Brittany (n=24),FALSE,"Candidate turnover
(%)",21,2.567127734503442,6.083930989288103,-9.357377004501238,14.491632473508123,0.673310419793095,FALSE,p >= 0.05
[Regions] Brittany (n=24),FALSE,"Incumbent vote share
(% valid votes)",12,2.6109453701963443,12.50058018139368,-21.89019178533527,27.112082525727956,0.8348202392094446,FALSE,p >= 0.05
[Regions] Normandy (n=35),FALSE,"Candidacy
(pp)",34,-9.707737279802014,12.625774467013967,-34.45425523514939,15.038780675545361,0.4422913028124468,FALSE,p >= 0.05
[Regions] Normandy (n=35),FALSE,"Reelection
(pp)",35,-13.464013091255987,14.154470111405798,-41.20677450961135,14.278748327099377,0.3419016743069865,FALSE,p >= 0.05
[Regions] Normandy (n=35),FALSE,"Winner vote share
(% valid votes)",35,-4.197873219532666,3.75349052240406,-11.554714643444623,3.158968204379291,0.26386669175589983,FALSE,p >= 0.05
[Regions] Normandy (n=35),FALSE,"Abstention
(% registered)",35,-2.26812613261295,2.0016465282476767,-6.191353327978396,1.6551010627524962,0.25763182837924187,FALSE,p >= 0.05
[Regions] Normandy (n=35),FALSE,"Candidate turnover
(%)",35,-4.269664560290922,4.33396479482718,-12.764235558152194,4.2249064375703504,0.3250220802472821,FALSE,p >= 0.05
[Regions] Normandy (n=35),FALSE,"Incumbent vote share
(% valid votes)",23,-2.4690928354015753,6.414857219630114,-15.042212985876597,10.104027315073447,0.7005959288509087,FALSE,p >= 0.05
[Regions] Other regions (n=249),FALSE,"Candidacy
(pp)",222,-4.072032021098778,4.9993555236682505,-13.870768847488549,5.726704805290993,0.41541145233322574,FALSE,p >= 0.05
[Regions] Other regions (n=249),FALSE,"Reelection
(pp)",239,-3.3163546075534915,4.997798131517484,-13.112038945327761,6.479329730220777,0.5070149856753654,FALSE,p >= 0.05
[Regions] Other regions (n=249),FALSE,"Winner vote share
(% valid votes)",249,0.0036001145017776903,1.086506920251996,-2.125953449192134,2.13315367819569,0.99735640600003,FALSE,p >= 0.05
[Regions] Other regions (n=249),FALSE,"Abstention
(% registered)",249,-0.42425480372740143,0.5903743212278403,-1.5813884733339683,0.7328788658791654,0.47241886866782634,FALSE,p >= 0.05
[Regions] Other regions (n=249),FALSE,"Candidate turnover
(%)",246,0.37882542878633063,1.8548981785986525,-3.2567750012670285,4.014425858839689,0.8381870917741715,FALSE,p >= 0.05
[Regions] Other regions (n=249),FALSE,"Incumbent vote share
(% valid votes)",162,1.5097790028858291,2.344034458862776,-3.0845285364852115,6.10408654225687,0.5196097694888668,FALSE,p >= 0.05
[Electoral system] Plurality/individual (n=551),FALSE,"Candidacy
(pp)",512,-3.239892488238109,3.086288104706573,-9.289017173462991,2.809232196986774,0.29386255114288806,FALSE,p >= 0.05
[Electoral system] Plurality/individual (n=551),FALSE,"Reelection
(pp)",543,-2.9865137446383074,3.2514764663219156,-9.359407618629263,3.386380129352647,0.3583847638887997,FALSE,p >= 0.05
[Electoral system] Plurality/individual (n=551),FALSE,"Winner vote share
(% valid votes)",551,-1.5655201592236234,0.7156110044030469,-2.9681177278535955,-0.16292259059365155,0.028725051732595788,TRUE,p < 0.05
[Electoral system] Plurality/individual (n=551),FALSE,"Abstention
(% registered)",551,-1.0213359750618825,0.4537373946603808,-1.910661268596229,-0.13201068152753603,0.024418664487550628,TRUE,p < 0.05
[Electoral system] Plurality/individual (n=551),FALSE,"Candidate turnover
(%)",550,1.0030237503286394,1.1541084168340756,-1.2590287466661487,3.2650762473234276,0.3848284249046059,FALSE,p >= 0.05
[Electoral system] Plurality/individual (n=551),FALSE,"Incumbent vote share
(% valid votes)",378,1.5027090365757354,1.405067428072929,-1.2512231224472055,4.256641195598676,0.2849247117847786,FALSE,p >= 0.05
[Electoral system] List ballot (n=86),FALSE,"Candidacy
(pp)",80,5.962824146626776,8.043378992669577,-9.802198679005595,21.727846972259147,0.4586223885437086,FALSE,p >= 0.05
[Electoral system] List ballot (n=86),FALSE,"Reelection
(pp)",80,-2.9957297492961645,8.377744280862975,-19.416108539787594,13.424649041195266,0.7207113415531399,FALSE,p >= 0.05
[Electoral system] List ballot (n=86),FALSE,"Winner vote share
(% valid votes)",86,2.768247600170304,2.530739768493057,-2.192002346076088,7.728497546416696,0.27419297842949064,FALSE,p >= 0.05
[Electoral system] List ballot (n=86),FALSE,"Abstention
(% registered)",86,0.7901634941565275,1.1524434754864725,-1.4686257177969586,3.0489527061100135,0.49304264353070437,FALSE,p >= 0.05
[Electoral system] List ballot (n=86),FALSE,"Candidate turnover
(%)",71,-2.5245534502925597,4.5179070273111845,-11.379651223822481,6.330544323237362,0.5766120320027368,FALSE,p >= 0.05
[Electoral system] List ballot (n=86),FALSE,"Incumbent vote share
(% valid votes)",51,2.028520162211175,4.581302626345749,-6.9508329854264925,11.007873309848842,0.6580893685761241,FALSE,p >= 0.05
[Stability] Same mayor 2014-2020 (n=219),FALSE,"Winner vote share
(% valid votes)",219,0.5540866336829797,1.083382936528186,-1.5693439219122647,2.677517189278224,0.6090786001236179,FALSE,p >= 0.05
[Stability] Same mayor 2014-2020 (n=219),FALSE,"Abstention
(% registered)",219,0.27083752934313865,0.7079413941993732,-1.1167276032876328,1.65840266197391,0.7020644274492838,FALSE,p >= 0.05
[Stability] Same mayor 2014-2020 (n=219),FALSE,"Candidate turnover
(%)",214,0.5622247063069216,1.7232336545950135,-2.815313256699305,3.939762669313148,0.7442525228242645,FALSE,p >= 0.05
[Stability] Same mayor 2014-2020 (n=219),FALSE,"Incumbent vote share
(% valid votes)",219,0.5540866336829797,1.083382936528186,-1.5693439219122647,2.677517189278224,0.6090786001236179,FALSE,p >= 0.05
[Stability] Mayor turnover 2014 (n=235),FALSE,"Candidacy
(pp)",228,-0.7688478739196922,4.031127537351443,-8.66985784712852,7.132162099289136,0.8487523230953032,FALSE,p >= 0.05
[Stability] Mayor turnover 2014 (n=235),FALSE,"Reelection
(pp)",233,-1.0890034634641106,3.170856072286245,-7.303881365145151,5.12587443821693,0.731289915576185,FALSE,p >= 0.05
[Stability] Mayor turnover 2014 (n=235),FALSE,"Winner vote share
(% valid votes)",235,-1.5900906878667271,1.2449130147876954,-4.030120196850611,0.8499388211171559,0.20160167694279063,FALSE,p >= 0.05
[Stability] Mayor turnover 2014 (n=235),FALSE,"Abstention
(% registered)",235,-1.3936835207189273,0.7277480144774026,-2.820069629094636,0.03270258765678169,0.055575563461908166,FALSE,p >= 0.05
[Stability] Mayor turnover 2014 (n=235),FALSE,"Candidate turnover
(%)",227,0.3677862705754728,1.807992928371781,-3.175879869033218,3.9114524101841637,0.8388213063881889,FALSE,p >= 0.05
[Stability] Mayor turnover 2014 (n=235),FALSE,"Incumbent vote share
(% valid votes)",178,3.2641189529312418,4.325175660938145,-5.213225342507522,11.741463248370005,0.4507934342137757,FALSE,p >= 0.05
[Stability] Mayor turnover 2020 (n=162),FALSE,"Candidacy
(pp)",157,0.7854821530261616,3.3030663556021147,-5.688527903953983,7.259492210006306,0.8120585323422513,FALSE,p >= 0.05
[Stability] Mayor turnover 2020 (n=162),FALSE,"Reelection
(pp)",162,0,NA,NA,NA,NA,NA,NA
[Stability] Mayor turnover 2020 (n=162),FALSE,"Winner vote share
(% valid votes)",162,-2.1379000994474504,1.3431974954351038,-4.770567190500254,0.4947669916053532,0.1116259849465549,FALSE,p >= 0.05
[Stability] Mayor turnover 2020 (n=162),FALSE,"Abstention
(% registered)",162,-1.514325890745567,0.7882830585930831,-3.05936068558801,0.03070890409687599,0.05487234401953723,FALSE,p >= 0.05
[Stability] Mayor turnover 2020 (n=162),FALSE,"Candidate turnover
(%)",159,0.6047687979873105,2.196959942611109,-3.701272689530463,4.910810285505084,0.7831414799266895,FALSE,p >= 0.05
[Stability] Mayor turnover 2020 (n=162),FALSE,"Incumbent vote share
(% valid votes)",27,3.2945202325602723,4.040431078932956,-4.624724682148322,11.213765147268866,0.4154435747575359,FALSE,p >= 0.05
"[Municipality size] < 1,000 registered voters (n=576)",FALSE,"Candidacy
(pp)",536,-3.1828526233991834,3.0187545623137337,-9.0996115655341,2.733906318735735,0.29175461201454944,FALSE,p >= 0.05
"[Municipality size] < 1,000 registered voters (n=576)",FALSE,"Reelection
(pp)",567,-3.2684833783370166,3.1785368008910933,-9.49841550808356,2.9614487514095265,0.3038440775554129,FALSE,p >= 0.05
"[Municipality size] < 1,000 registered voters (n=576)",FALSE,"Winner vote share
(% valid votes)",576,-1.1158802086736392,0.7170462666669916,-2.521290891340943,0.28953047399366416,0.1196964285177536,FALSE,p >= 0.05
"[Municipality size] < 1,000 registered voters (n=576)",FALSE,"Abstention
(% registered)",576,-0.9033005875418509,0.4482788315580464,-1.7819270973956218,-0.024674077688080054,0.04393412582057466,TRUE,p < 0.05
"[Municipality size] < 1,000 registered voters (n=576)",FALSE,"Candidate turnover
(%)",571,0.9918020733621179,1.1244172389984783,-1.2120557150748996,3.1956598617991356,0.3777743123255144,FALSE,p >= 0.05
"[Municipality size] < 1,000 registered voters (n=576)",FALSE,"Incumbent vote share
(% valid votes)",395,1.821006401471112,1.387201698187203,-0.897908926975806,4.53992172991803,0.18936189476367396,FALSE,p >= 0.05
"[Municipality size] >= 1,000 registered voters (n=61)",FALSE,"Candidacy
(pp)",56,8.899418687934107,9.62013353097416,-9.956043032775247,27.75488040864346,0.35518002345224464,FALSE,p >= 0.05
"[Municipality size] >= 1,000 registered voters (n=61)",FALSE,"Reelection
(pp)",56,-0.5913121723987405,10.062213697138503,-20.313251018790208,19.130626673992726,0.953151929307173,FALSE,p >= 0.05
"[Municipality size] >= 1,000 registered voters (n=61)",FALSE,"Winner vote share
(% valid votes)",61,0.41418403499487944,2.9665806130170154,-5.40031396651847,6.228682036508229,0.8889907782305757,FALSE,p >= 0.05
"[Municipality size] >= 1,000 registered voters (n=61)",FALSE,"Abstention
(% registered)",61,0.5189141996440908,1.2637072465590715,-1.9579520036116893,2.9957804028998707,0.6814322388654421,FALSE,p >= 0.05
"[Municipality size] >= 1,000 registered voters (n=61)",FALSE,"Candidate turnover
(%)",50,-17.460866786284736,17.264044674535793,-51.298394348374885,16.376660775805416,0.3182216550296949,FALSE,p >= 0.05
"[Municipality size] >= 1,000 registered voters (n=61)",FALSE,"Incumbent vote share
(% valid votes)",34,-1.7751966954241698,5.449330652194702,-12.455884773725783,8.905491382877445,0.7447915300082235,FALSE,p >= 0.05
[Cohorts] A 2008-2014 (n=497),FALSE,"Candidacy
(pp)",454,0.46393188678860864,3.296827262245304,-5.997849547212187,6.925713320789404,0.8880944204032688,FALSE,p >= 0.05
[Cohorts] A 2008-2014 (n=497),FALSE,"Reelection
(pp)",482,0.6730848911764407,3.347350246740215,-5.887721592434381,7.2338913747872615,0.840641417934696,FALSE,p >= 0.05
[Cohorts] A 2008-2014 (n=497),FALSE,"Winner vote share
(% valid votes)",497,-0.23106241046433465,0.7505941298727036,-1.7022269050148335,1.2401020840861643,0.7582121679098398,FALSE,p >= 0.05
[Cohorts] A 2008-2014 (n=497),FALSE,"Abstention
(% registered)",497,0.789086723631255,0.33563723104852916,0.13123775077613786,1.446935696486372,0.018745346829201592,TRUE,p < 0.05
[Cohorts] A 2008-2014 (n=497),FALSE,"Incumbent vote share
(% valid votes)",355,0.1838445769667271,1.2694898640273897,-2.3043555565269567,2.6720447104604106,0.8848633460883824,FALSE,p >= 0.05
[Cohorts] C 2020-2026 (n=332),FALSE,"Candidacy
(pp)",292,1.194819739992943,3.913604616456701,-6.4758453082621905,8.865484788248077,0.7601468857127907,FALSE,p >= 0.05
[Cohorts] C 2020-2026 (n=332),FALSE,"Reelection
(pp)",292,3.6936674696258356,4.405768543699478,-4.941638876025141,12.328973815276811,0.4018487581023886,FALSE,p >= 0.05
[Cohorts] C 2020-2026 (n=332),FALSE,"Winner vote share
(% valid votes)",329,0.25128270989018686,1.081320646392909,-1.8681057570399147,2.3706711768202884,0.8162446507340562,FALSE,p >= 0.05
[Cohorts] C 2020-2026 (n=332),FALSE,"Abstention
(% registered)",332,0.3559514693453121,0.6200960077329899,-0.8594367058113481,1.5713396445019723,0.5659650789101051,FALSE,p >= 0.05
[Cohorts] C 2020-2026 (n=332),FALSE,"Candidate turnover
(%)",326,0.172852439977085,1.342004916164581,-2.4574771957054935,2.803182075659664,0.8975177974199009,FALSE,p >= 0.05
[Cohorts] C 2020-2026 (n=332),FALSE,"Incumbent vote share
(% valid votes)",156,0.48448411548868453,2.047250123510337,-3.5281261265915758,4.497094357568945,0.8129468935061974,FALSE,p >= 0.05
[Installation power] Small < 8 MW (n=306),FALSE,"Candidacy
(pp)",289,-1.0757797600469678,4.0449792116903645,-9.003939014960082,6.852379494866147,0.7902815944883053,FALSE,p >= 0.05
[Installation power] Small < 8 MW (n=306),FALSE,"Reelection
(pp)",300,-4.321752255573662,4.3186424952491205,-12.786291546261937,4.142787035114614,0.31699322475852076,FALSE,p >= 0.05
[Installation power] Small < 8 MW (n=306),FALSE,"Winner vote share
(% valid votes)",306,-1.8416320858190212,1.0329538347796265,-3.866221601987089,0.18295743034904688,0.07464135576638702,FALSE,p >= 0.05
[Installation power] Small < 8 MW (n=306),FALSE,"Abstention
(% registered)",306,-0.9120744450974967,0.6093492171940329,-2.106398910797801,0.2822500206028078,0.1344819158633151,FALSE,p >= 0.05
[Installation power] Small < 8 MW (n=306),FALSE,"Candidate turnover
(%)",298,-0.5691231185237209,1.5861124468415444,-3.6779035143331478,2.539657277285706,0.7197432616976955,FALSE,p >= 0.05
[Installation power] Small < 8 MW (n=306),FALSE,"Incumbent vote share
(% valid votes)",210,-0.13262848490314055,1.7729039106419868,-3.607520149761435,3.3422631799551534,0.9403709400347546,FALSE,p >= 0.05
[Installation power] Large >= 8 MW (n=331),FALSE,"Candidacy
(pp)",303,-2.9284864307724106,3.9430535608436177,-10.656871410025902,4.79989854848108,0.45768924095907115,FALSE,p >= 0.05
[Installation power] Large >= 8 MW (n=331),FALSE,"Reelection
(pp)",323,-1.904720942016145,4.085955641405132,-9.913193999170202,6.103752115137913,0.6411118885015943,FALSE,p >= 0.05
[Installation power] Large >= 8 MW (n=331),FALSE,"Winner vote share
(% valid votes)",331,-0.27534731944960295,0.9349900511117465,-2.107927819628626,1.5572331807294202,0.7683889059756432,FALSE,p >= 0.05
[Installation power] Large >= 8 MW (n=331),FALSE,"Abstention
(% registered)",331,-0.8596076508197523,0.5684883857002958,-1.9738448867923322,0.2546295851528275,0.13054683020199784,FALSE,p >= 0.05
[Installation power] Large >= 8 MW (n=331),FALSE,"Candidate turnover
(%)",323,2.386623213734365,1.5338640333908005,-0.619750291711604,5.392996719180334,0.11976390907947124,FALSE,p >= 0.05
[Installation power] Large >= 8 MW (n=331),FALSE,"Incumbent vote share
(% valid votes)",219,2.9994925658353218,1.9431972177239094,-0.8091739809035405,6.8081591125741845,0.12277199037760726,FALSE,p >= 0.05
[Competitiveness] Competitive (n=161),FALSE,"Candidacy
(pp)",146,-0.9478630397493516,5.667952276246592,-12.057049501192672,10.161323421693968,0.8672052496952074,FALSE,p >= 0.05
[Competitiveness] Competitive (n=161),FALSE,"Reelection
(pp)",155,-11.620684620008698,5.932812634671105,-23.248997383964063,0.007628143946668331,0.050286945568218826,FALSE,p >= 0.05
[Competitiveness] Competitive (n=161),FALSE,"Winner vote share
(% valid votes)",161,-2.086835688037829,1.6634900231830694,-5.347276133476646,1.173604757400987,0.20979854311877194,FALSE,p >= 0.05
[Competitiveness] Competitive (n=161),FALSE,"Abstention
(% registered)",161,-0.8585346010189054,0.8861088777007263,-2.595308001312329,0.8782387992745182,0.3327124319197793,FALSE,p >= 0.05
[Competitiveness] Competitive (n=161),FALSE,"Candidate turnover
(%)",158,-0.3237979859397464,2.249705092321217,-4.733219966889332,4.085623995009839,0.8855747336980816,FALSE,p >= 0.05
[Competitiveness] Competitive (n=161),FALSE,"Incumbent vote share
(% valid votes)",106,0.7050655981618824,3.299505328673411,-5.761964846038003,7.172096042361767,0.8308462150318048,FALSE,p >= 0.05
[Competitiveness] Non-competitive (n=476),FALSE,"Candidacy
(pp)",446,-2.648814978098982,3.328228374267259,-9.172142591662809,3.8745126354648454,0.42614301984741565,FALSE,p >= 0.05
[Competitiveness] Non-competitive (n=476),FALSE,"Reelection
(pp)",468,-0.8845441013506001,3.5098921457123016,-7.763932706946711,5.994844504245511,0.8010382070614486,FALSE,p >= 0.05
[Competitiveness] Non-competitive (n=476),FALSE,"Winner vote share
(% valid votes)",476,-1.0617153718636518,0.7075717312099207,-2.448555965035096,0.32512522130779264,0.13353039114218246,FALSE,p >= 0.05
[Competitiveness] Non-competitive (n=476),FALSE,"Abstention
(% registered)",476,-0.9508021014475657,0.47848621952095066,-1.888635091708629,-0.012969111186502458,0.046951289502133384,TRUE,p < 0.05
[Competitiveness] Non-competitive (n=476),FALSE,"Candidate turnover
(%)",463,1.5288690948840378,1.282243955168951,-0.9843290572471064,4.042067247015182,0.23317817793617618,FALSE,p >= 0.05
[Competitiveness] Non-competitive (n=476),FALSE,"Incumbent vote share
(% valid votes)",323,0.8746016819474052,1.3738776706172544,-1.8181985524624136,3.567401916357224,0.5244357863579838,FALSE,p >= 0.05
[Income] Low (n=285),FALSE,"Candidacy
(pp)",264,1.412696244330576,4.31963043100252,-7.0537794004343635,9.879171889095515,0.7436559918863737,FALSE,p >= 0.05
[Income] Low (n=285),FALSE,"Reelection
(pp)",279,1.126486308267187,4.521719847515847,-7.736084592863873,9.989057209398247,0.8032758116441253,FALSE,p >= 0.05
[Income] Low (n=285),FALSE,"Winner vote share
(% valid votes)",284,-1.1752745501850668,0.9905266261968947,-3.11670673753098,0.7661576371608467,0.23548900052136226,FALSE,p >= 0.05
[Income] Low (n=285),FALSE,"Abstention
(% registered)",284,0.5032824996129108,0.6137399076484429,-0.6996477193780373,1.706212718603859,0.4122499389833174,FALSE,p >= 0.05
[Income] Low (n=285),FALSE,"Candidate turnover
(%)",274,2.792257254075671,1.6653284433566813,-0.4717864949034243,6.056301003054767,0.09369540856046163,FALSE,p >= 0.05
[Income] Low (n=285),FALSE,"Incumbent vote share
(% valid votes)",197,1.4756127259977487,1.9857087406716647,-2.4163764057187143,5.367601857714211,0.4575080795946649,FALSE,p >= 0.05
[Income] High (n=286),FALSE,"Candidacy
(pp)",263,-4.960717410870907,4.348417826902094,-13.48361635159901,3.562181529857196,0.2540134011035151,FALSE,p >= 0.05
[Income] High (n=286),FALSE,"Reelection
(pp)",276,-6.857656301938903,4.525032211393655,-15.726719436270466,2.0114068323926606,0.1297198174295155,FALSE,p >= 0.05
[Income] High (n=286),FALSE,"Winner vote share
(% valid votes)",285,-0.6554784770618068,1.143952137254637,-2.8976246660808958,1.5866677119572818,0.5666751655003428,FALSE,p >= 0.05
[Income] High (n=286),FALSE,"Abstention
(% registered)",285,-1.2425123438661947,0.6220279804883164,-2.461687185623295,-0.023337502109094466,0.04582526346602365,TRUE,p < 0.05
[Income] High (n=286),FALSE,"Candidate turnover
(%)",279,-1.8516955972832974,1.6079653135883794,-5.0033076119165205,1.2999164173499262,0.2495656161292195,FALSE,p >= 0.05
[Income] High (n=286),FALSE,"Incumbent vote share
(% valid votes)",183,1.3311018486013049,2.1591892483312334,-2.9009090781279125,5.563112775330523,0.5376432630698764,FALSE,p >= 0.05
